No,Title,Tags,Status,Link
6501,[BUG] npm login functionality has been removed,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/6501
6498,[BUG] `bundleDependencies: true` changed back into an array after `npm install --save`,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6498
6495,[BUG] <title>npm ERR! EXIT Handler never called ,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/6495
6494,[BUG] <title>Exit handler never called!,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6494
6487,[BUG] `npm update` removes workspace names from package-lock.json,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6487
6486,[BUG] ,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/6486
6476,[BUG] npm install incorrect resolve peerDependencies with exact versioning,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6476
6467,[DOCS] `npm install --help` out of sync with `npm help install`,Priority 2;Documentation,Open,https://github.com/npm/cli/issues/6467
6466,[BUG] npm ERR! Exit handler never called!,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6466
6465,[BUG] npm prefers `devDependencies` to `dependencies`,Bug;Priority 2;Release 9.x,Open,https://github.com/npm/cli/issues/6465
6455,[FEATURE] Allow provenance generated by CI to be published with a package.,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6455
6449,[BUG] Exit handler never called,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6449
6435,[BUG] prepare script doesn't see node_modules bin executables,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6435
6430,[BUG] `file:` dependency is locked without package name when install is run for the 1st time,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6430
6425,[BUG] EINVALIDPACKAGENAME on npm update -g - PART II,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6425
6421,Question on Postinstall Order Change from npm 6 to npm 7,,Open,https://github.com/npm/cli/issues/6421
6417,[BUG] npm install does not set $INIT_CWD correctly for some GitHub packages,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6417
6412,[BUG] `node_modules` dir not detected on mounted drives (Windows),Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6412
6411,[BUG] the different output of run `npm run command`,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6411
6407,Cannot install firebase package,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6407
6405,[BUG] npm install includes transitive devDependencies for file: dependencies when install-links=false,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6405
6400,[BUG] no way to `npm publish` a tarball whose package.json includes publishConfig.registry to a private registry,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6400
6379,[BUG] npm i in macOS and Windows produces different package-lock,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/6379
6376,[BUG] the path resolution of npx is wrong when ancestor directory name include sign “&”,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6376
6370,[BUG] 'v' prefix in package version causes incorrect arborist retirement,Bug;Priority 2;Release 9.x,Open,https://github.com/npm/cli/issues/6370
6367,[BUG] Installing with --prefer-offline does not work if dependencies are not available in the cache,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6367
6366,[BUG] NPX + Powershell + Silent passes no arguments to the application,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6366
6365,[BUG] Workspace installation on Ubuntu 22 failure. But works on Mac & Windows WSL,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6365
6361,[BUG] <title>,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6361
6358,[BUG] `npm rebuild` does not rebuild optional dependencies if they are in a nested node_modules folder,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6358
6354,Publishing Pacakge to local verdaccio server fails,,Open,https://github.com/npm/cli/issues/6354
6351,[BUG] npx fails to run without empty lib directory,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6351
6324,[BUG] Path to Node binary not being made correctly in Git Bash,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6324
6301,[BUG] `npm install` removes resolved and integrity fields,Bug;Priority 1;Release 9.x,Open,https://github.com/npm/cli/issues/6301
6296,[BUG] _auth config in npmrc with unset environment variables should be considered as undefined,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6296
6288,[BUG] npm install --install-strategy=linked is very slow if package-lock.json deleted but node_modules exist,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6288
6276,[BUG] Npx executes wrong version of dependency present in several workspaces,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/6276
6262,[BUG] --legacy-peer-deps doesn't work if own package has no peerDependencies,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/6262
6261,[BUG] npm run-script environment variables with embedded equal sign in value not working in windows,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6261
6252,[BUG] Post install hook not running from dependency ,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6252
6251,[BUG] dependencies of symlinked bundle dependencies are packaged from their original location,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6251
6250,[BUG] bundled dependencies files are not shown in output of `npm pack`,Needs Discussion;Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6250
6249,[BUG] `bundleDependencies` symlinks are not included if packages are not in `package-lock.json`file,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6249
6245,"[BUG] NPM crashes when no access to cache directory, but has access to registry.",Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6245
6227,[BUG] Peer dependency warnings are never seen when using legacy-peer-deps ,Needs Discussion;Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6227
6221,"[BUG] ""files"" and root "".npmignore"" don't work as expected.",Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6221
6209,[BUG] npm behaves inconsistent when fetching package data vs downloading packages (tgz),Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/6209
6208,[BUG] npm audit appears to ignore overrides,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6208
6207,[BUG] postinstall fails with e401 in Ubuntu,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6207
6203,[BUG] npm ERR! Exit handler never called!,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6203
6172,[BUG] ENEEDAUTH when trying to publish to private jfrog artifactory after upgrade of npm ,Bug;Priority 2;Release 9.x,Open,https://github.com/npm/cli/issues/6172
6138,[BUG] OS specific module breaks workspace installation ,Priority 2;Release 9.x;ws:arborist;config:workspace,Open,https://github.com/npm/cli/issues/6138
6131,[BUG] Running `npm install --package-lock-only --legacy-peer-deps` is toggling installed/removed packages,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/6131
6126,node 18.14.0 regression: npm config set python python3: npm ERR! `python` is not a valid npm option,Bug;Priority 1;Release 9.x;regression:9.x,Open,https://github.com/npm/cli/issues/6126
6125,[BUG] npm ls screeches at unmet dependencies when using --install-strategy=linked,Bug;Priority 1;Release 9.x;install-linked-strategy,Open,https://github.com/npm/cli/issues/6125
6122,[BUG] Import error with `install-strategy=linked` and namespaced packages in a workspace,Bug;Priority 1;Release 9.x;install-linked-strategy,Open,https://github.com/npm/cli/issues/6122
6119,[BUG] npm install --omit=dev --omit=peer is installing peer dependencies of dependencies,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/6119
6110,[BUG] `replace-registry-host` doesn't support when two different registries have paths,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/6110
6108,[BUG] aliases don't work with scoped packages in private registries,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6108
6106,git modules updates within Dockerfile build,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/6106
6100,[BUG] Subsequent runs of `npm install --install-strategy=linked` are slow,Bug;Release 9.x;install-linked-strategy,Open,https://github.com/npm/cli/issues/6100
6099,`npm config` fails in workspaces,Bug;Priority 2;Release 9.x;Release 10.x,Open,https://github.com/npm/cli/issues/6099
6098,[BUG] npm outdated does not list global installed packages,Release 8.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/6098
6097,Creating a new react app with create-react-app results in Error: Cannot find module 'has-flag',Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6097
6080,[BUG] Global install fails to add dependencies to `$PATH` for preinstall,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/6080
6079,[BUG] `npm audit` recommends reverting to a different version that contains even more vulnearbilities,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6079
6071,[BUG] npm install silently fails to install peer dependency,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/6071
6069,"[BUG]  ""npm outdated"" always returns all outdated dependencies when passing ""--workspace"" argument (v8 and v9)",Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/6069
6042,[DOCS] Wiki: Files & Ignores -> better hint how to exclude from `files`,Good First Issue;Priority 2;Documentation,Open,https://github.com/npm/cli/issues/6042
6036,[DOCS] npm config keys in .npmrc should not contain underscores,Needs Triage;Documentation,Open,https://github.com/npm/cli/issues/6036
6027,[BUG] Installing a package changes the version of a project dependency,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/6027
6015,Command or option to query from registry,Enhancement;cmd:query,Open,https://github.com/npm/cli/issues/6015
6013,[BUG] npm on windows cannot update itself because of system/user path env order,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/6013
6008,${npm_config_local_prefix} in project .npmrc,,Open,https://github.com/npm/cli/issues/6008
6006,[BUG] Cannot destructure property 'name' of '.for' as it is undefined.,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6006
6005,"[BUG] Windows monorepo only: EISDIR: illegal operation on a directory, symlink",Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/6005
5998,[BUG] Installing some packages in rootless containers causes TAR_ENTRY_ERROR since v9,Bug;Priority 2;Release 9.x,Open,https://github.com/npm/cli/issues/5998
5985,[BUG] `npm i --package-lock-only` executes scripts and crashes,Release 8.x;Bug;Priority 2,Open,https://github.com/npm/cli/issues/5985
5976,[BUG] ctrl-c / SIGINT does not kill `npm install`,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/5976
5973,Install packages from Gitlab and Gitea instances,,Open,https://github.com/npm/cli/issues/5973
5972,Github Current and Future Versions,,Open,https://github.com/npm/cli/issues/5972
5971,Self Hosting 3rd party registries & adding/removing 3rd party registries into npm,,Open,https://github.com/npm/cli/issues/5971
5967,[BUG] npm 9 does not handle workspace versioning done outside of `npm version`,Bug;Priority 1;Release 9.x,Open,https://github.com/npm/cli/issues/5967
5961,[BUG]  Cannot read properties of undefined (reading 'description'),Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/5961
5959,[BUG] lockfile v3 doesn't update `packages.node_modules/package_name` on `npm version` when installed with `file:.`,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/5959
5958,[BUG] npm 9.2.0 fails to resolve local dependencies specified by workspace asterisk glob with Node 18/19,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/5958
5957,[BUG] Failure installing/running git-hosted package via `npx`,Bug;Priority 2;Release 9.x,Open,https://github.com/npm/cli/issues/5957
5955,"[BUG] npm install fails on scoped package override with cryptic ""Invalid comparator"" error",Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/5955
5954,[BUG] Input Prompt (e.g. private key password request for a git-based dependency) is hidden by fancy console output,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/5954
5952,[BUG] Package bin file not running properly after installation (incorrect process.argv),Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/5952
5951,[BUG] fallback behaviour when hard links aren't supported,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/5951
5949,"[BUG] `npm audit` not working properly with pre-releases / JFrog article ""Invisible npm malware""",Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/5949
5947,[BUG] `.npmrc` created in project root,Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/5947
5943,npm ERR! 504 Gateway Time-out whenever I use npm 8,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/5943
5942,[BUG] ENOENT on `npm exec` if `prefix` directory doesn't exist,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/5942
5925,[install] npm7 and above installation project dependencies on error warning to use the legacy-peer-deps parameter,Awaiting Information;Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/5925
5919,[BUG] npm does not authenticate against internal registry when using git dependencies ,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/5919
5914,[BUG] overrides in packages not honoured at the top level,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/5914
5901,[BUG] RUN npm ci --unsafe-perm fails in docker container with https registry - works with http,Release 8.x;Bug;Needs Triage,Open,https://github.com/npm/cli/issues/5901
5900,[BUG] Version npm@9.1.1 incompatible with Docker when userns-remap feature is enabled,Bug;Priority 2;Release 9.x,Open,https://github.com/npm/cli/issues/5900
5899,[BUG] `npm i` infinite recursion with local dependencies,Awaiting Information;Bug;Needs Triage;Release 9.x,Open,https://github.com/npm/cli/issues/5899
